cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
319,120,3.41,11,7,123,16,942
297,119,3.84,12,9,125,28,943
270,144,4.03,11,4,118,21,944
316,108,3.96,11,8,126,19,945
266,137,4.42,15,7,122,24,946
292,136,3.07,11,7,123,23,947
343,130,3.07,10,7,123,23,948
303,119,3.36,11,7,123,20,949
334,143,3.85,10,7,123,30,950
327,131,4.01,10,7,121,24,951
279,137,3.44,10,7,122,22,952
314,121,3.11,10,7,126,24,953
316,129,3.49,10,7,126,19,954
351,105,4.1,11,7,124,19,955
290,123,3.89,11,9,105,18,956
355,111,3.62,10,7,127,22,957
301,118,3.9,10,8,117,21,958
350,116,3.71,10,8,113,14,959
337,95,3.31,10,8,122,27,960
340,108,3.51,10,9,140,21,961
291,114,3.33,10,8,129,19,962
322,107,3.21,10,8,124,17,963
352,129,3.71,10,8,97,14,964
333,85,4.08,13,8,122,25,965
376,133,3.87,10,8,126,19,966
346,105,3.67,10,8,113,28,967
306,94,3.51,10,8,119,7,968
269,120,3.51,10,8,116,22,969
314,92,3.86,10,8,124,18,970
373,97,3.16,10,8,126,23,971
343,125,3.43,10,8,131,17,972
269,106,3.15,10,8,124,18,973
308,125,3.15,10,8,127,13,974
315,118,3.76,9,8,124,21,975
330,93,4.1,10,8,130,19,976
335,104,3.34,10,8,123,19,977
330,139,3.92,10,8,116,19,978
361,124,4.04,10,8,143,18,979
288,148,3.15,10,6,130,25,980
385,128,4.05,9,6,117,11,981
305,128,3.31,9,6,139,16,982
278,121,3.27,10,7,136,16,983
359,114,3.6,10,7,132,12,984
304,170,3.62,10,7,123,22,985
396,112,3.79,9,6,147,21,986
271,132,3.8,10,7,137,19,987
359,139,3.75,9,6,148,16,988
347,141,3.52,9,6,138,18,989
248,138,4.02,9,7,131,15,990
181,123,3.47,10,7,128,18,991
185,132,3.77,9,6,117,17,992
312,99,3.23,10,6,92,12,993
277,124,3.14,10,7,115,23,994
369,127,3.3,9,6,137,17,995
287,128,3.51,10,7,0,22,996
305,117,3.97,9,6,132,7,997
385,117,3.83,10,6,104,16,998
268,119,4.3,10,6,101,14,999
439,116,3.24,9,7,105,17,1000
337,116,3.63,10,2,145,14,1001
270,116,3.48,12,8,150,20,1002
