core1,core2,core3,core4,mem,gpu,norm_ex_time
36.94,8.73,9.8,1.49,50.14,3.38,877
36.94,8.79,9.08,1.31,49.98,3.42,878
36.94,8.66,9.08,1.61,50.2,3.27,879
36.94,8.56,8.78,1.6,49.56,3.19,880
36.94,8.43,9.1,1.62,49.73,2.84,881
36.94,8.53,8.8,1.25,49.38,3.2,882
36.94,8.64,8.98,1.4,52.55,2.98,883
36.94,8.07,8.83,1.74,51.08,3.05,884
36.94,8.53,8.65,0.83,49.77,3.32,885
36.94,8.39,8.98,1.04,49.75,3.14,886
36.94,8.43,9.28,1.26,50.68,3.35,887
36.94,8.31,8.97,1.37,50.2,3.1,888
36.94,8.78,9.45,1.41,44.19,3.12,889
36.94,8.43,11.55,1.91,51.44,3.0,890
36.94,8.05,11.17,1.47,50.27,3.37,891
36.94,8.49,11.23,1.41,48.81,3.29,892
36.94,8.48,11.32,1.47,49.79,3.26,893
36.94,8.15,11.24,1.47,49.85,3.02,894
36.94,8.46,11.44,1.37,48.65,3.09,895
36.94,8.35,11.17,1.44,52.16,3.32,896
36.94,8.4,10.98,1.41,49.72,3.13,897
36.94,8.13,10.96,1.53,45.94,3.34,898
36.94,8.39,11.34,1.23,41.28,3.39,899
36.94,8.39,11.14,1.55,40.79,3.32,900
36.94,8.41,11.28,1.62,43.69,3.57,901
