core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
84.04,13.22,2.49,2.16,1.64,0.95,2.94,1.9,101.16,3.74,636
83.53,14.48,2.79,2.43,1.57,1.34,2.98,2.51,121.07,3.64,637
82.35,16.04,2.88,2.11,1.7,1.54,3.33,1.85,103.8,3.39,638
66.5,14.31,3.02,2.36,1.67,1.39,3.05,2.24,106.22,3.75,639
72.92,17.63,2.59,2.49,1.62,1.28,3.1,2.12,91.28,3.31,640
84.54,17.57,2.42,2.5,1.75,1.21,3.16,1.8,107.42,3.26,641
84.84,18.98,2.61,2.28,1.47,1.17,3.09,1.71,144.9,3.37,642
74.31,17.93,2.92,3.05,1.43,1.26,2.94,1.81,102.74,3.32,643
81.95,17.9,2.77,2.12,1.7,1.34,3.12,1.8,73.9,3.73,644
60.76,17.29,2.52,2.71,1.6,1.26,3.23,2.2,115.41,3.55,645
70.24,19.48,2.54,2.2,1.59,1.52,3.21,2.16,183.24,3.09,646
80.75,17.64,2.61,2.38,1.96,1.58,3.08,2.09,203.1,3.65,647
77.08,17.8,2.93,2.28,1.42,0.85,3.48,2.25,121.86,3.54,648
85.67,18.81,3.07,2.16,1.84,1.34,3.26,2.06,91.15,3.35,649
76.89,16.9,2.67,1.7,1.34,1.11,2.85,1.85,137.75,3.35,650
73.29,18.8,2.83,2.13,1.58,0.99,3.56,2.03,116.47,3.34,651
87.41,19.63,3.13,2.18,1.63,1.31,3.38,1.94,88.64,3.23,652
71.85,18.13,2.91,2.37,1.67,0.93,3.38,2.04,155.51,3.27,653
