query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
701a39f2-9187-474f-b2d5-d9b81309ce16,0,0,1,1,0,carrying
4ee09332-c1a5-43f4-ac5a-a44b8a2cc8c0,1,1,1,1,0,carrying_heavy
248ff1dd-f58f-4b8c-b43a-c2d875cc22fc,1,1,1,1,0,sitting_down
2f909c12-41b7-4bad-a5d8-2679d1b60a54,1,1,1,1,0,pocket_out
65679372-22d8-47c1-9110-d8513a88eb05,1,1,1,1,0,crouching
8b7808bc-c38f-405b-95e0-7e7db2d622f3,1,1,1,1,0,fall
2a15dcbd-2056-4843-853d-2559d77593f0,1,1,1,1,0,standing
2a151ff1-bf29-4066-a6d4-06ae52952897,1,1,1,1,0,picking_up
24100033-196a-4ba1-94c7-69c920128202,1,1,1,1,0,using_phone
d5b9b622-6052-4cfc-b3e4-6a5413a682f6,1,1,1,1,0,opening
b344fb25-1f2e-4e6d-80d6-7d1f7f1196ff,1,1,1,1,0,carrying_heavy
e36c871b-c1f3-4baa-9ee7-e2c0d0b39e5b,1,1,1,1,0,talking_on_phone
93479337-2f94-4def-b42a-40372e5797d2,1,1,1,1,0,throwing
a51088a8-e22c-400a-82ba-0e80e0fa7d2a,0,0,1,1,0,standing_up
b666b543-8777-4903-a837-4881f81d6fd8,1,1,1,1,0,entering
b7ec4d35-edd3-450d-9aa7-77c7316258f9,0,0,0,0,0,32
07c131da-e32f-4f34-85b5-78f00d9cadc6,1,1,1,1,0,crouching
65003326-6e63-4a49-b6b1-06635c0a399b,1,1,1,1,0,throwing
9e234d90-cc53-4819-99bd-7709cced3828,1,1,1,1,0,using_phone
42e3be35-5549-4c21-a7a7-2909f0a50854,1,1,1,1,0,waving_hand
066ceac1-aea5-40ea-a75f-fc01d65e3bac,0,1,1,1,0,pointing
188122bd-5257-4b8a-b0de-b4cf3bc1425b,0,0,0,1,0,pocket_out
4cc74703-5c01-4e65-a6e4-35109b75b47f,1,1,1,1,0,drinking
2330d2b2-3cb6-4409-b660-b5fd7313a55e,1,1,1,1,0,setting_down
7849cbec-b160-4c01-951e-7a7274fe5846,1,1,1,1,0,picking_up
283a3574-18b4-4919-8ba4-3a06a978d6cb,1,1,1,1,0,talking_on_phone
d8c9a12b-7ab9-41ce-ae94-d632b6b66b4d,0,0,1,1,0,setting_down
e683bbc0-08b7-4dd9-a443-2f8919ef38c6,1,1,1,1,0,pushing
6a01e9cb-356c-4af0-ad06-19ca35879712,0,0,1,1,0,sitting_down
70f290b7-f8b3-4277-98dc-8f54233a4427,1,1,1,1,0,sitting
d686b31f-02e4-4511-bf76-004e7168108a,0,0,0,0,0,20
5e232196-dbb3-4b41-a16a-3bedd8346bf9,1,1,1,1,100,checking_time
d943cda0-921f-4906-b08b-7f7ce23e24d1,0,1,1,1,0,loitering
e5c2851e-a9c3-4410-baee-6200fa31ad4f,1,1,1,1,0,transferring_object
acd705bb-20c1-4cff-82b5-74e2fff4419d,1,1,1,1,0,pushing
edbc7c17-1397-4f3b-a303-5997340365b1,0,0,0,0,0,2
044d4f2b-3c29-45c6-a73b-edaa0211ce1a,1,1,1,1,0,crouching
bf3867f3-e58a-460c-aed9-cfe8f4d29c07,1,1,1,1,0,running
bf3a5950-8193-44ad-86ce-039ea927fc1f,0,0,0,0,0,13
0a19760e-c283-4456-be64-7a1be3d596d4,1,1,1,1,0,standing
78c6a208-4222-4c37-ab74-e7846df99d4d,1,1,1,1,0,talking_on_phone
19380757-efca-484a-9fe0-58a08925399c,1,1,1,1,0,picking_up
27add030-ed55-405b-88b7-b584cd8584ce,1,1,1,1,0,setting_down
55ed398f-ad9d-4ed1-8285-6fba2637f703,0,0,0,0,0,0
