core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
80.41,6.52,7.66,2.0,2.53,2.5,1.66,1.54,121.54,3.84,563
80.74,6.66,7.94,1.73,2.39,2.4,1.39,1.64,119.3,3.9,564
73.33,6.33,7.76,1.96,2.43,2.85,1.29,1.7,124.27,3.92,565
76.37,6.84,7.73,1.67,2.22,2.77,1.18,1.5,119.53,3.64,566
88.69,6.64,8.31,2.01,2.58,2.61,1.1,1.89,122.42,3.9,567
78.24,6.67,7.96,2.14,2.59,2.58,0.82,1.22,121.41,3.85,568
81.03,6.71,8.33,2.06,2.5,2.64,1.37,1.75,120.64,3.84,569
97.83,6.92,7.87,2.31,2.61,2.57,1.33,1.75,119.16,3.99,570
96.42,6.76,8.01,1.94,2.49,2.57,0.99,1.55,118.13,3.88,571
97.83,6.76,7.65,2.11,2.59,2.59,0.93,1.8,117.51,3.81,572
97.4,6.3,8.08,2.21,2.4,2.34,1.25,1.64,119.98,3.79,573
97.8,6.9,8.07,2.02,2.48,3.0,1.37,1.46,114.91,3.66,574
98.05,6.58,8.17,1.83,2.59,2.71,1.15,1.55,118.46,4.28,575
97.78,6.61,7.64,2.0,2.34,2.59,1.35,1.74,120.7,3.88,576
97.59,6.72,7.72,2.14,2.47,2.36,1.16,1.61,120.39,3.12,577
98.02,6.8,6.78,2.23,2.49,2.5,1.12,1.68,102.81,4.07,578
97.6,6.57,4.73,1.96,2.85,2.45,0.94,1.56,102.92,3.98,579
97.6,6.64,7.04,2.08,2.48,2.57,1.03,1.9,102.46,4.07,580
97.87,7.21,7.03,2.58,2.22,2.21,1.17,1.63,102.91,4.54,581
97.95,6.64,6.93,2.6,2.83,2.39,1.23,1.96,102.82,3.11,582
97.83,6.66,6.98,2.57,2.77,2.28,0.97,1.66,103.16,3.77,583
97.66,6.66,5.96,2.47,2.28,2.4,1.18,1.31,102.83,3.62,584
97.19,6.74,7.03,2.59,2.24,2.62,1.34,1.41,102.85,4.22,585
97.73,6.86,6.93,2.2,1.65,2.03,0.97,0.49,102.89,3.95,586
97.72,6.79,6.99,2.23,2.47,2.36,0.96,1.59,102.99,3.89,587
97.9,7.81,7.09,2.32,2.56,2.54,1.18,1.1,102.73,4.67,588
97.71,6.58,6.93,2.3,2.62,2.38,1.06,1.36,102.81,3.27,589
100.77,5.69,7.2,2.23,2.46,2.3,0.86,1.05,102.83,3.97,590
101.86,5.59,6.83,2.47,2.41,2.52,1.31,1.54,102.65,4.26,591
109.44,5.77,6.99,2.45,2.74,2.31,0.9,1.12,76.62,5.08,592
100.21,5.59,7.4,2.55,2.55,2.65,1.04,1.52,103.32,4.19,593
106.25,5.52,7.05,2.51,2.25,2.35,1.11,1.21,102.7,3.75,594
104.85,5.34,6.9,2.59,2.48,4.05,1.44,1.47,103.0,3.59,595
99.25,5.48,6.86,2.42,2.58,2.64,0.68,1.48,102.84,3.8,596
100.27,5.42,6.92,2.69,2.56,2.48,0.96,1.49,103.0,4.14,597
94.84,5.45,6.75,2.2,2.47,2.23,1.33,1.71,103.26,3.98,598
100.45,5.51,7.36,2.61,2.54,2.52,1.15,1.36,106.05,4.06,599
107.68,5.72,6.94,2.31,2.58,2.78,1.12,1.61,102.98,3.41,600
97.23,5.73,6.83,2.34,2.64,3.23,1.63,1.4,102.98,3.56,601
90.18,6.58,6.15,1.58,2.66,2.37,1.38,1.33,102.81,3.36,602
104.14,5.7,6.89,1.38,2.67,2.29,0.65,1.15,102.9,2.94,603
102.91,5.66,6.65,1.69,2.71,2.33,1.12,1.18,102.8,3.86,604
