query_id,time_violation,remaining_inference_time,data_sources,top_1,top_3,top_5,top_10,no_object,list_objects
15071638-36c3-4854-bbe0-242dd86ce34d,False,0.9586166274688368,"['rgb', 'ninf', 'minf', 'finf']",8.0,8.0,8.0,8.0,8.0,"[0, 1, 2, 3, 4, 5, 6, 10]"
720d0198-41d9-4bc8-b18a-c0b3d6f707a1,False,0.6222234458761569,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,4.0,"[0, 1, 3, 6]"
13f8c314-fa75-4e62-be0e-927064a52678,False,2.127679144391247,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,4.0,"[0, 1, 3, 7]"
dc571e5e-97c7-4471-b25b-c598aea61bdb,False,1.8244006209242192,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 3, 5, 9]"
214ae574-b236-4842-98cf-cb1068ff0f58,False,1.8583746646151664,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 2]"
33f13fa5-e83f-4d11-bcd8-28ab93f120f9,False,0.4437009635196883,"['rgb', 'ninf', 'minf', 'finf']",4.0,4.0,4.0,4.0,5.0,"[0, 1, 2, 3, 4]"
423256a4-69d2-456b-8467-e391410ca266,False,0.8349153904833061,"['rgb', 'ninf', 'minf', 'finf']",11.0,12.0,12.0,12.0,14.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]"
24f9819c-a51b-455d-b272-39077fe11d88,False,1.4323399349409598,"['rgb', 'ninf', 'minf', 'finf']",4.0,4.0,4.0,4.0,4.0,"[0, 2, 3, 7]"
7bb513bb-452e-4f2c-9721-caac99e08417,False,1.764206074607289,"['rgb', 'ninf', 'minf', 'finf']",8.0,8.0,8.0,8.0,8.0,"[0, 1, 2, 3, 4, 5, 6, 9]"
68d25d07-3f5c-46f9-b056-f88827d0dcba,False,0.7491778319236222,"['rgb', 'ninf', 'minf', 'finf']",7.0,7.0,7.0,7.0,9.0,"[0, 1, 2, 3, 5, 6, 7, 8, 9]"
a0fc2e42-e543-4787-88fd-121acf60a981,False,2.053328667032494,"['rgb', 'ninf', 'minf', 'finf']",10.0,10.0,10.0,10.0,11.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
2742dfbf-41f2-436c-a02b-2b507280ca4d,False,1.9247436912137503,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,6.0,6.0,6.0,"[0, 1, 2, 3, 4, 8]"
e49ec186-f4e4-477c-9c53-c1f6e4801b4c,False,2.366041340607563,"['rgb', 'ninf', 'minf', 'finf']",8.0,8.0,8.0,8.0,9.0,"[0, 1, 3, 4, 5, 6, 7, 9, 12]"
ff9d13d6-c0c9-419d-9e44-c61f8d9659e2,False,1.703341060350272,"['rgb', 'ninf', 'minf', 'finf']",9.0,10.0,10.0,10.0,11.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11]"
4e6e4849-f917-4bd8-b913-4db23c3f09f8,False,1.864279042435517,"['rgb', 'ninf', 'minf', 'finf']",16.0,16.0,16.0,16.0,16.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 17, 19, 20]"
d7b26fd7-6c90-4563-bc3d-3de4c256e758,False,1.467714221743185,"['rgb', 'ninf', 'minf', 'finf']",19.0,20.0,20.0,20.0,22.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 24, 26, 32]"
66c03cb5-058b-4130-a7f0-bdd355e3fe38,False,0.5985262973422824,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
6b640441-33dc-4c27-8ed0-3a00f5805269,False,2.4814681495035886,"['rgb', 'ninf', 'minf', 'finf']",15.0,15.0,15.0,15.0,15.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]"
93ee6313-9115-45ea-bc12-753fe6afc47b,False,0.468554991929449,"['rgb', 'ninf', 'minf', 'finf']",14.0,14.0,14.0,15.0,17.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 16, 20, 21, 22, 23]"
9d8b4327-0336-4da0-b027-97698d6b3a25,False,0.5479723159156352,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 3]"
de648ce4-2364-47a2-bf4f-e107864c1618,False,1.292216368434666,"['rgb', 'ninf', 'minf', 'finf']",10.0,11.0,11.0,11.0,11.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12]"
ba5a6397-d682-4506-ac37-d5b52d4ad18c,False,0.6670083994133508,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,5.0,"[0, 1, 2, 4, 6]"
1ef93dbf-07c5-41e0-8ab9-9c3be878c781,False,1.855175968188133,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 6]"
5b6c8b55-0915-417a-b26e-94d2f12a39fd,False,0.7103114102852195,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,3.0,"[0, 1, 3]"
f6e957e6-d95f-46a1-af4b-2f9bcf4084ba,False,1.132304483628264,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,2.0,"[0, 1]"
820368a2-d854-4990-9712-a4b30fc12023,False,1.2075898894093635,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,5.0,"[0, 1, 2, 3, 7]"
4cc354a4-9916-4713-8d86-af3fa378458b,False,1.4983229356659449,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,7.0,"[0, 1, 2, 3, 4, 5, 6]"
b465ada3-7a16-4b13-a5bd-2a2256f767c0,False,0.5351838832718652,"['rgb', 'ninf', 'minf', 'finf']",12.0,12.0,12.0,12.0,14.0,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16]"
7b233385-a73d-4516-a289-79148005ec48,False,0.5074928084206112,"['rgb', 'ninf', 'minf', 'finf']",2.0,3.0,3.0,3.0,6.0,"[0, 1, 2, 4, 5, 6]"
e7594464-5f0c-4942-a8f8-e59b4e82cf60,False,0.8563304995469601,"['rgb', 'ninf', 'minf', 'finf']",9.0,10.0,10.0,10.0,11.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 14, 15]"
033abbb6-89cc-4761-832b-a8a1e9f20adf,False,1.0123120098788465,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,5.0,"[0, 3, 4, 5, 7]"
5e26d979-e3ac-4208-8f5b-0e1b2c45126b,False,2.4564586714824994,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,6.0,"[0, 1, 2, 4, 5, 8]"
92b2887b-e4fb-41f5-acfd-6bb69ee634e2,False,1.4195735649432428,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,8.0,"[0, 1, 2, 3, 4, 5, 7, 8]"
