query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
ec707bce-e2db-4a3f-bb24-8b406c58838a,1,1,1,1,0,transferring_object
88e5df73-e06e-46c8-8501-fef12fa94f75,1,1,1,1,0,talking_on_phone
59f1961f-2d83-4afe-ab5f-15a02e83a1b5,0,1,1,1,0,transferring_object
8b4b6243-0a2a-485a-8f26-4acdb6117d7f,1,1,1,1,0,using_pc
64f22f92-bae4-41e1-abbb-e4e58d1bde02,1,1,1,1,0,loitering
7329c855-e3d4-44e4-9501-c103d3a0a403,1,1,1,1,0,pushing
15e13829-eacf-4dad-8bf4-f98789f684c2,0,0,1,1,0,Carrying_light
a58b81fd-3a14-466c-820f-100b29868f6c,1,1,1,1,0,standing
1d6753e4-8f1d-410e-98ed-875cc33394c9,1,1,1,1,0,standing
fd70f4f4-5f99-4dbc-99a7-ea53cb3181a5,1,1,1,1,0,sitting
7741f0ab-fc49-409d-ae41-2ced44d1250d,1,1,1,1,0,sitting_down
aeeefaa7-8f82-4443-8d92-04a4a398455a,0,1,1,1,0,pushing
fecc1ac5-978e-4711-b23a-207a2877d82a,1,1,1,1,0,exiting
efff469c-bab9-40d9-a857-dead4c2bd04f,0,0,0,1,0,walking
8bac16bd-25a5-400e-a80c-2e6f32ff4be8,1,1,1,1,0,waving_hand
53868295-1b0b-4f44-99a4-48dbfb64ea7c,1,1,1,1,0,kicking
fbabaa70-64d4-4fe2-8051-4c926aaf7926,1,1,1,1,0,kicking
718c30ff-843e-4aee-bc90-8eaf1e0221f3,1,1,1,1,0,running
56572b11-8160-4eb0-b916-3a92a1647bcf,1,1,1,1,0,loitering
b82c5397-b32a-477f-814d-d15d91226bac,1,1,1,1,0,sitting
61f0d3e5-660b-4a81-9457-96a81a5b2a83,1,1,1,1,0,checking_time
ce215222-bfef-40ad-86c9-356d40a1945f,1,1,1,1,0,pointing
2ed617ee-9d1f-42e0-8bc8-e09860e53113,1,1,1,1,0,pushing
e7d950b3-76ae-4d1b-bada-065e32beacc3,1,1,1,1,0,drinking
